,timestamp,heartrate,steps,calories,gsr,skintemp,airtemp,excitement,happy,calm,anxious,sad,angry,hungry,tired,bored,exercise,thesis,sarah,barb,sol,arash,work,home
102,2016-05-02 01:42:00,67.0,0.0,1.0,6.879999999999999e-05,95.0,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,2016-05-02 01:43:00,67.0,0.0,1.1,6.99e-05,95.0,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,2016-05-02 01:44:00,67.0,0.0,1.0,6.92e-05,95.0,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,2016-05-02 01:45:00,67.0,0.0,1.0,6.65e-05,95.0,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,2016-05-02 01:46:00,67.0,0.0,1.0,6.65e-05,95.0,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,2016-05-02 01:47:00,68.0,0.0,1.1,6.330000000000001e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,2016-05-02 01:48:00,67.0,0.0,1.0,6.92e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,2016-05-02 01:49:00,67.0,0.0,1.0,6.65e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,2016-05-02 01:50:00,67.0,0.0,1.1,6.69e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111,2016-05-02 01:51:00,67.0,0.0,1.0,6.65e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,2016-05-02 01:52:00,67.0,0.0,1.0,6.65e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,2016-05-02 01:53:00,67.0,0.0,1.1,6.36e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
